Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y
Y6-M02-D17,100.89,157.75,255.7,32.85,6.25,5.1,67.24,1.49,23.1,193.25,309.57,282.26,355.41,175.33,43.91,21.83,159.47,56.12,87.8,57.15,67.54,138.15,145.63,2.83,39.52
Y6-M02-D18,98.79,159.17,250.86,32.52,6.07,5.19,70.62,1.44,22.92,191.13,314.73,276.31,353.7,179.75,43.26,21.95,156.11,55.1,87.42,57.2,68.52,132.43,137.36,2.88,40.13
Y6-M02-D19,98.55,162.64,272.21,32.68,6.03,5.14,68.23,1.47,21.91,181.74,329.65,275.78,345.29,185.61,44.47,22.05,156.21,55.65,90.58,56.43,68.71,130.34,143.43,2.93,40.16
Y6-M02-D22,101.08,164.13,282.38,35.26,5.95,5.28,69.12,1.51,22.94,184.6,338.55,272.78,347.01,181.82,43.94,21.43,153.09,57.33,91.55,57.39,68.43,124.15,137.64,2.93,39.94
Y6-M02-D23,100.34,164.09,289.15,35.41,5.75,5.1,67.87,1.56,23.39,186.19,331.43,273.52,338.63,177.96,43.26,21.27,147.39,57.4,90.76,56.16,70.51,131.29,138.67,2.98,41.03
Y6-M02-D24,101.81,164.26,297.52,35.56,5.44,5.1,67.91,1.5,23.81,201.2,327.15,268.12,345.74,179.0,43.1,21.75,148.22,59.76,90.88,57.65,69.42,131.09,139.77,2.97,40.66
Y6-M02-D25,104.38,167.75,313.71,39.21,6.37,4.75,67.47,1.43,23.87,206.2,339.38,272.79,348.5,187.88,43.47,21.79,148.38,60.84,87.73,57.6,70.15,134.56,135.48,3.0,42.54
Y6-M02-D26,102.73,166.38,305.0,38.21,6.25,4.81,68.89,1.4,24.78,215.14,340.74,270.86,344.57,181.49,41.09,21.53,146.78,59.98,89.83,59.31,69.01,134.42,136.03,3.08,42.15
Y6-M03-D01,104.64,166.42,312.23,38.31,6.33,4.9,70.8,1.35,25.2,218.07,364.58,275.16,354.34,188.96,40.69,21.29,146.73,60.58,90.91,58.33,71.24,137.54,139.41,3.12,44.68
Y6-M03-D02,106.55,167.39,330.96,39.08,6.37,4.79,71.39,1.38,25.04,211.19,372.64,266.91,357.87,190.98,39.93,20.99,146.17,59.62,86.85,57.58,70.72,131.34,134.91,3.1,43.35
Y6-M03-D03,107.58,168.03,345.44,38.4,6.13,4.9,71.52,1.42,25.22,208.14,385.98,262.03,350.14,195.04,39.78,21.01,146.5,58.0,85.88,57.08,72.78,130.41,131.06,2.99,40.02
Y6-M03-D04,106.73,166.25,347.76,35.97,5.97,4.97,73.02,1.39,25.34,203.88,375.6,265.43,347.88,195.73,38.84,20.9,147.36,57.32,84.06,57.51,73.03,135.36,130.39,3.03,41.68
Y6-M03-D05,107.5,166.4,342.96,37.07,6.32,5.01,72.52,1.4,24.85,208.26,382.82,264.52,350.49,194.71,38.82,21.23,148.62,58.04,84.84,58.44,73.99,136.15,131.05,2.95,41.19
Y6-M03-D08,106.99,165.14,341.52,36.36,6.15,5.36,72.99,1.34,25.68,206.29,389.15,258.31,360.48,197.81,39.82,21.33,150.25,55.95,83.02,58.38,74.09,139.99,132.09,3.02,41.11
Y6-M03-D09,107.82,163.4,351.92,35.61,6.25,5.44,73.6,1.31,24.97,199.4,392.69,266.46,361.78,202.6,38.74,21.24,150.96,54.21,84.92,57.3,72.8,143.45,127.89,2.93,40.17
Y6-M03-D10,108.54,165.47,357.75,36.08,6.62,5.62,74.39,1.29,27.68,208.45,402.28,265.24,361.16,193.82,39.22,21.02,150.59,50.91,81.41,56.28,72.98,143.34,128.19,2.95,40.94
Y6-M03-D11,111.12,165.5,362.61,36.41,6.72,5.82,76.67,1.41,27.98,205.34,402.87,266.73,369.15,197.47,40.99,20.69,150.93,51.39,82.65,56.94,71.12,152.91,126.67,2.94,42.59
Y6-M03-D12,112.99,166.11,377.93,38.69,7.1,5.89,77.79,1.41,28.18,203.55,400.77,266.47,376.9,207.31,41.1,20.81,153.72,53.33,81.99,57.48,69.88,144.97,131.38,2.93,44.3
Y6-M03-D15,111.35,165.16,379.44,37.3,6.86,6.18,79.06,1.45,28.55,198.94,400.29,280.3,383.57,210.36,42.08,20.8,151.15,53.2,84.03,55.9,70.94,144.52,133.62,2.83,43.38
Y6-M03-D16,109.74,166.22,375.73,38.25,7.12,6.43,80.01,1.45,28.18,195.99,424.68,288.63,396.63,218.4,43.74,20.53,148.06,51.71,80.13,56.0,69.83,138.83,133.11,2.58,43.3
Y6-M03-D17,109.8,167.72,382.07,37.41,7.09,6.48,78.95,1.4,27.51,192.06,437.61,284.31,382.6,220.84,43.79,20.13,146.37,49.03,78.88,55.4,69.76,144.14,131.5,2.45,45.65
Y6-M03-D18,107.45,165.66,375.99,36.79,6.92,6.62,80.73,1.44,27.83,192.81,429.22,281.1,380.84,222.11,44.07,20.29,149.99,48.59,79.18,55.67,71.96,140.11,134.37,2.46,49.16
Y6-M03-D19,110.29,166.96,384.34,36.85,7.18,6.55,78.95,1.64,27.29,193.24,441.95,288.89,382.08,230.76,43.52,20.18,148.2,50.1,78.24,55.86,71.81,145.9,133.8,2.57,47.43
Y6-M03-D22,109.19,167.22,381.68,35.66,6.92,6.2,79.18,1.56,26.24,198.54,434.4,299.85,382.34,232.23,43.06,19.73,144.35,47.48,77.11,53.84,71.64,149.18,138.54,2.65,48.73
Y6-M03-D23,108.25,168.0,375.83,34.96,7.03,6.33,80.35,1.54,26.36,202.13,422.75,289.5,373.73,235.46,43.55,19.82,146.67,50.35,77.07,54.79,72.62,148.64,143.24,2.65,46.52
Y6-M03-D24,108.8,170.27,383.5,35.0,7.39,6.47,80.48,1.48,25.87,195.8,437.44,288.82,368.17,235.78,43.37,19.98,145.57,51.32,77.59,54.31,73.12,147.87,142.33,2.68,49.3
Y6-M03-D25,108.9,171.52,400.55,34.38,7.57,6.13,80.14,1.48,24.77,202.57,437.53,290.88,361.74,239.4,44.02,19.56,144.85,51.26,75.03,54.12,71.3,153.94,140.34,2.68,48.72
Y6-M03-D26,110.94,171.7,398.7,35.91,7.93,6.1,77.42,1.42,24.95,204.62,442.28,298.54,369.08,241.33,45.07,19.34,144.43,49.42,72.34,52.42,70.63,148.9,139.69,2.66,46.72
Y6-M03-D29,110.23,171.56,391.31,35.57,7.82,6.25,80.29,1.4,25.06,194.08,449.32,303.32,378.16,246.03,45.9,19.34,141.43,47.76,71.06,51.8,70.69,154.86,133.56,2.57,48.46
Y6-M03-D30,110.5,171.79,386.16,34.68,8.17,6.6,82.32,1.43,24.77,201.57,445.22,306.93,376.87,239.05,46.95,19.19,139.62,48.06,69.64,49.84,70.37,156.15,131.59,2.6,51.67
Y6-M03-D31,107.43,170.24,375.72,32.33,8.1,6.18,81.4,1.38,22.89,201.43,441.74,304.34,373.26,233.37,47.55,19.33,141.83,47.23,69.19,49.9,68.56,158.94,131.29,2.5,53.59
Y6-M04-D01,105.65,170.86,362.88,32.8,8.14,6.31,80.78,1.44,22.58,198.4,426.56,306.32,371.04,226.81,47.04,19.56,143.11,45.94,69.23,50.13,70.61,171.23,135.03,2.6,56.22
Y6-M04-D02,105.92,170.44,372.83,34.18,7.99,6.32,84.48,1.44,23.66,194.08,434.63,303.65,382.88,221.26,47.5,19.55,142.94,45.62,70.1,50.29,70.25,180.29,138.02,2.53,55.67
Y6-M04-D05,106.31,174.84,377.17,35.07,8.7,5.95,86.0,1.49,23.72,193.64,419.66,303.17,389.05,224.41,46.77,19.14,141.98,45.76,70.35,49.19,70.09,191.64,134.82,2.61,59.83
Y6-M04-D06,107.42,175.24,384.06,34.69,8.78,5.96,83.15,1.47,24.42,193.91,439.84,300.96,386.65,236.47,48.32,19.11,143.02,45.5,68.45,49.2,69.19,187.16,132.99,2.54,61.02
Y6-M04-D07,106.77,174.2,386.22,33.85,9.45,5.99,81.02,1.44,24.46,188.75,425.86,300.47,387.15,241.49,48.74,18.54,142.04,44.6,66.73,48.92,68.63,185.58,133.16,2.48,62.85
Y6-M04-D08,105.9,170.62,369.75,32.08,8.96,5.83,83.03,1.56,25.25,184.7,426.68,297.17,384.61,243.12,48.87,18.32,140.92,42.95,63.39,47.89,67.12,186.71,133.72,2.47,61.61
Y6-M04-D09,108.58,173.1,384.01,33.04,8.87,6.18,80.08,1.63,24.83,183.52,437.32,302.35,391.45,252.01,49.42,18.36,140.73,43.02,65.66,48.12,66.67,179.2,134.4,2.38,63.55
Y6-M04-D12,109.57,173.41,384.4,34.05,9.1,5.85,79.33,1.7,25.17,185.54,435.37,304.28,400.88,256.06,49.74,17.77,136.85,42.63,64.28,46.16,66.04,181.71,130.81,2.43,61.82
Y6-M04-D13,108.82,168.53,370.96,32.64,9.05,5.78,76.82,1.81,25.89,193.16,431.72,305.29,402.04,256.37,49.1,17.73,138.06,42.21,62.3,44.78,64.33,188.44,131.35,2.37,56.13
Y6-M04-D14,108.23,168.8,359.06,33.82,9.0,5.82,76.58,1.84,25.56,188.59,426.13,304.4,402.11,260.11,49.55,17.76,139.28,40.7,62.59,44.55,66.16,175.64,133.53,2.32,54.12
Y6-M04-D15,107.29,168.17,363.67,32.86,9.42,6.4,77.53,1.81,25.38,195.38,431.27,307.45,410.36,262.25,49.31,17.67,140.23,38.16,61.18,44.82,66.36,170.26,135.18,2.34,54.9
Y6-M04-D16,107.49,167.03,360.07,33.6,8.88,6.11,76.05,1.78,25.02,191.44,430.26,305.31,406.45,261.63,47.93,17.42,138.41,38.82,59.7,45.34,64.3,163.23,133.67,2.4,54.56
Y6-M04-D19,107.87,168.88,369.79,33.32,8.39,6.47,77.34,1.8,24.31,188.25,431.76,301.26,393.67,269.45,46.87,17.35,139.25,37.86,61.39,45.18,63.84,166.21,131.18,2.47,52.95
Y6-M04-D20,107.2,167.07,365.56,33.27,8.22,6.35,79.47,1.67,22.6,191.06,406.78,292.89,369.33,261.01,45.06,17.41,137.29,37.78,61.18,45.43,63.23,159.94,130.75,2.48,54.25
Y6-M04-D21,107.71,168.96,369.83,33.66,8.79,6.08,81.77,1.74,22.22,185.58,403.55,294.95,377.55,255.74,45.73,17.41,140.84,37.13,60.89,44.65,64.87,162.85,129.57,2.56,56.93
Y6-M04-D22,109.67,167.31,365.52,33.68,8.85,6.17,82.76,1.82,22.26,188.87,400.48,288.33,378.78,271.62,45.38,17.76,141.95,37.52,61.25,44.17,63.64,162.53,134.41,2.6,58.96
Y6-M04-D23,111.41,169.86,373.27,34.92,8.94,6.2,85.51,1.87,22.04,196.13,393.31,286.52,379.38,270.72,45.7,17.53,141.78,36.32,60.89,44.03,61.71,175.13,134.16,2.51,57.27
Y6-M04-D26,112.68,168.75,379.65,35.35,9.3,6.64,86.71,1.83,21.92,205.51,382.37,284.82,370.03,268.79,44.83,17.49,141.16,36.9,60.68,43.08,60.44,164.23,132.46,2.46,55.7
Y6-M04-D27,112.23,167.77,377.93,35.77,9.45,6.29,86.62,1.78,21.17,210.14,396.73,288.63,360.7,268.5,44.67,17.43,139.96,38.18,59.98,42.3,60.57,163.31,131.46,2.44,56.01
Y6-M04-D28,112.76,168.8,358.42,36.89,9.47,6.36,84.42,1.64,20.38,201.13,402.29,288.62,351.77,277.64,43.84,17.7,141.04,38.19,60.17,42.78,60.94,159.64,132.53,2.37,59.11
Y6-M04-D29,113.8,170.72,378.31,36.0,9.73,6.27,85.04,1.67,21.3,205.61,423.37,289.15,350.68,282.07,43.45,17.66,141.27,36.08,59.11,43.16,62.15,172.19,134.1,2.32,58.54
Y6-M04-D30,113.93,166.84,367.53,34.24,9.49,5.99,85.41,1.77,21.8,207.58,418.63,289.37,327.78,279.95,42.21,17.74,142.39,35.39,58.43,43.63,61.68,178.38,129.4,2.46,57.14
Y6-M05-D03,115.29,168.85,373.84,32.63,9.76,6.34,85.46,1.71,20.16,206.73,417.62,290.04,319.82,278.96,40.61,17.55,142.13,36.7,61.28,43.14,61.07,175.47,127.11,2.37,56.88
Y6-M05-D04,116.78,170.57,374.99,33.15,9.98,6.44,87.4,1.7,20.07,204.22,412.6,298.47,321.11,275.55,40.58,17.36,143.89,38.23,60.05,42.97,61.98,169.58,127.34,2.3,55.67
Y6-M05-D05,116.46,169.52,378.78,33.54,9.9,6.6,86.93,1.65,19.08,192.04,428.43,293.48,316.55,263.07,40.93,17.64,141.87,38.62,62.73,44.03,61.95,164.67,125.89,2.2,56.81
Y6-M05-D06,118.12,173.65,391.2,35.61,10.06,6.96,89.07,1.78,19.46,195.86,425.59,300.11,317.87,269.27,40.72,17.5,142.3,39.06,63.78,44.6,62.1,164.02,124.27,2.2,57.4
Y6-M05-D07,117.8,172.87,390.06,32.71,10.0,7.09,88.14,1.92,19.74,198.16,431.84,288.92,316.97,269.07,41.71,17.7,144.13,39.94,65.41,44.66,61.12,163.11,124.42,2.08,59.94
Y6-M05-D10,118.28,172.66,372.75,32.6,9.75,7.77,88.47,1.9,19.47,196.92,439.89,290.36,326.27,273.22,41.64,17.86,144.97,39.25,66.34,44.46,58.28,153.37,122.81,1.95,55.58
Y6-M05-D11,116.32,172.02,381.97,32.47,9.87,8.32,87.37,1.84,18.86,204.94,434.16,290.28,312.29,268.95,40.67,17.95,142.91,39.3,66.44,45.53,58.21,150.8,128.1,1.93,53.93
Y6-M05-D12,114.58,169.31,382.36,31.7,9.38,7.7,85.87,1.84,17.51,194.89,434.33,289.0,306.99,273.83,40.66,17.67,145.88,36.29,66.08,44.79,60.92,154.25,132.09,1.96,56.54
Y6-M05-D13,117.58,171.69,389.1,31.33,9.28,8.0,90.89,1.9,17.73,196.76,439.74,289.53,300.0,280.98,39.79,17.59,144.72,35.81,65.26,44.79,60.59,161.32,135.1,1.86,60.1
Y6-M05-D14,118.8,170.79,388.17,30.64,9.15,8.39,90.97,1.75,17.46,194.33,439.89,291.45,297.46,270.58,38.13,17.35,141.52,34.28,64.96,43.6,61.15,166.02,134.34,1.96,61.57
Y6-M05-D17,118.9,170.6,377.21,31.37,9.56,8.35,91.04,1.7,17.95,187.98,437.73,289.75,293.8,275.38,38.36,17.37,140.59,34.8,64.37,42.6,60.66,163.77,133.51,1.88,58.14
Y6-M05-D18,118.75,170.91,362.02,33.07,9.81,8.35,91.93,1.71,17.61,196.24,452.05,279.46,288.94,274.41,39.31,17.47,139.64,35.3,68.62,42.78,60.18,163.32,133.19,1.91,58.1
Y6-M05-D19,118.45,167.93,355.65,33.2,9.95,8.44,95.29,1.7,18.1,199.34,442.18,270.87,280.79,270.37,38.82,17.6,141.56,35.43,68.8,42.15,60.74,165.73,135.34,1.95,56.06
Y6-M05-D20,118.39,168.45,363.26,33.32,10.32,8.59,92.9,1.64,18.24,203.41,458.88,280.3,290.72,274.79,40.68,17.48,142.73,34.87,65.83,42.25,60.6,178.66,135.83,1.99,57.14
Y6-M05-D21,120.0,168.58,367.05,32.78,10.87,9.09,93.9,1.72,18.8,209.66,474.99,289.68,294.81,279.28,42.27,17.49,141.97,35.27,65.55,43.3,61.24,183.11,136.2,2.03,59.02
Y6-M05-D24,120.71,170.63,376.7,32.88,11.22,9.44,92.41,1.76,19.17,212.18,473.97,289.2,289.23,269.44,43.37,17.46,142.8,35.79,63.91,43.57,58.48,171.12,132.51,1.96,59.52
Y6-M05-D25,120.22,170.32,384.45,33.67,11.1,9.53,89.85,1.84,19.44,213.17,479.72,287.01,292.58,263.7,42.65,17.48,140.54,34.82,64.16,42.12,57.95,170.48,134.61,1.92,58.77
Y6-M05-D26,119.55,170.72,372.21,33.87,10.83,9.79,89.07,1.85,19.19,214.76,465.43,292.78,290.68,271.1,42.43,17.28,137.4,34.58,63.09,41.33,57.42,169.41,134.22,1.96,55.83
Y6-M05-D27,119.15,171.59,360.0,34.73,10.87,9.13,89.09,1.77,18.42,203.31,453.33,281.52,278.48,260.2,42.11,17.5,139.92,36.31,65.9,41.18,57.56,174.8,136.11,2.02,57.55
Y6-M05-D28,122.89,171.16,367.03,34.71,10.97,8.8,85.73,1.8,18.19,199.29,455.54,283.24,276.03,261.17,42.23,17.96,142.39,37.27,67.81,41.95,56.95,176.71,134.65,2.0,62.08
Y6-M05-D31,127.17,174.08,378.14,35.28,10.9,9.14,84.02,1.83,17.71,198.75,431.83,286.04,271.77,259.15,41.37,17.72,140.76,37.11,66.32,41.67,57.46,168.12,139.16,1.95,63.61
Y6-M06-D01,128.28,174.32,364.4,34.48,10.46,9.03,81.34,1.75,17.68,203.05,441.47,289.32,276.27,267.75,40.96,18.0,141.0,38.45,66.42,42.28,60.54,172.84,139.08,1.87,65.15
Y6-M06-D02,130.81,177.35,384.5,36.49,11.21,8.26,83.34,1.61,17.49,198.17,473.27,290.6,282.92,265.75,40.61,18.08,142.78,39.12,69.9,43.12,60.1,166.02,137.46,1.87,62.2
Y6-M06-D03,128.24,176.96,387.3,34.91,11.68,7.56,83.57,1.57,18.24,212.51,443.48,284.34,278.21,256.55,40.81,18.13,142.69,39.54,69.9,43.27,60.33,180.47,136.91,1.85,61.69
Y6-M06-D04,129.77,178.46,391.87,34.53,11.8,7.49,83.82,1.54,18.42,212.11,448.45,290.77,283.54,266.24,41.36,18.53,146.51,41.58,72.09,43.47,60.92,183.53,133.56,1.79,61.46
Y6-M06-D07,128.35,177.37,400.43,35.07,10.91,7.83,84.75,1.53,18.72,226.36,433.37,289.8,278.63,263.53,42.55,18.21,145.62,39.03,72.81,44.0,61.13,189.31,132.63,1.8,60.59
Y6-M06-D08,127.47,175.04,385.67,33.55,11.01,7.46,84.74,1.51,17.46,220.48,425.48,287.46,280.75,268.04,42.26,18.17,145.2,38.22,71.9,44.02,59.47,195.95,135.44,1.77,61.22
Y6-M06-D09,128.76,178.45,399.05,34.86,11.56,7.81,84.08,1.44,17.66,223.1,431.69,290.12,284.92,268.95,41.43,18.25,148.5,37.81,73.25,45.35,59.59,194.75,134.99,1.72,55.97
Y6-M06-D10,129.49,179.31,413.72,35.29,11.42,8.1,84.69,1.45,17.18,224.25,457.39,295.66,295.78,266.36,43.03,17.86,146.0,36.71,68.9,44.57,59.54,182.63,135.49,1.7,56.05
Y6-M06-D11,130.77,179.92,396.75,35.68,11.7,8.13,84.71,1.42,18.07,220.47,462.71,300.98,294.8,262.73,42.71,18.05,144.5,35.81,68.95,44.58,61.44,179.28,139.75,1.76,57.01
Y6-M06-D14,129.5,178.26,396.78,35.66,11.1,7.94,90.17,1.46,17.42,225.29,426.23,301.18,294.3,261.64,43.03,18.07,147.29,35.95,70.51,44.28,61.98,176.43,140.4,1.78,59.99
Y6-M06-D15,126.65,180.09,398.52,36.07,10.87,8.1,88.85,1.48,16.79,221.39,422.69,302.42,298.3,272.0,42.65,18.01,145.81,34.89,69.08,43.46,61.29,161.44,140.01,1.72,60.76
Y6-M06-D16,124.21,178.95,396.87,36.52,10.45,8.39,88.06,1.6,16.57,221.99,439.66,306.46,298.63,272.33,42.31,18.37,145.96,34.97,69.82,44.14,60.72,151.11,140.32,1.7,61.47
Y6-M06-D17,126.68,180.6,392.39,36.23,10.36,8.24,87.35,1.65,16.43,217.36,424.13,303.77,302.33,270.38,41.66,18.16,148.72,33.4,69.11,43.55,59.18,146.2,138.94,1.75,60.96
Y6-M06-D18,125.15,178.33,403.32,36.36,10.2,7.99,84.55,1.59,16.3,210.12,447.13,303.14,314.72,281.02,42.85,18.35,147.76,32.59,69.72,43.86,57.47,142.7,133.12,1.67,62.26
Y6-M06-D21,125.41,179.43,419.54,37.33,10.41,7.58,84.44,1.62,16.57,208.74,443.1,301.09,306.99,282.38,43.15,18.83,150.18,33.41,71.08,42.8,57.66,143.45,132.82,1.64,61.04
Y6-M06-D22,123.78,178.76,410.73,36.54,10.17,7.71,84.48,1.45,16.39,202.25,447.4,301.32,311.36,284.79,43.62,19.17,152.51,34.57,71.64,42.46,56.51,138.31,130.53,1.62,57.04
Y6-M06-D23,124.7,179.48,413.29,36.02,10.56,7.52,82.02,1.35,16.52,193.6,446.23,294.99,318.84,286.34,43.29,18.9,151.67,33.96,71.58,41.73,56.7,136.57,130.57,1.66,61.96
Y6-M06-D24,123.28,181.6,416.95,36.32,10.96,7.35,80.49,1.3,16.25,203.68,464.2,297.31,313.58,304.52,42.89,19.48,156.43,35.36,72.48,43.45,54.64,128.12,130.61,1.61,60.81
Y6-M06-D25,122.96,181.59,418.64,36.12,11.52,7.37,79.14,1.18,16.69,212.97,471.61,294.09,311.32,301.09,43.8,19.53,157.99,35.01,74.84,43.46,53.11,123.95,126.26,1.64,60.55
Y6-M06-D28,124.16,182.98,433.22,36.11,11.46,7.26,79.6,1.12,16.46,213.22,465.12,298.54,314.54,299.19,43.28,19.45,157.75,35.9,74.55,44.25,54.85,122.89,124.14,1.64,63.22
Y6-M06-D29,123.31,180.71,440.31,35.88,11.2,7.43,81.25,1.11,17.08,216.91,483.17,304.03,308.31,305.94,43.59,19.49,155.8,34.04,73.16,43.2,54.65,134.53,124.64,1.59,67.01
Y6-M06-D30,120.83,180.93,438.8,35.07,10.87,7.6,80.73,1.09,16.88,212.57,487.28,317.48,314.5,306.33,44.52,19.56,155.79,33.19,74.18,42.96,54.27,126.1,121.27,1.61,64.69
Y6-M07-D01,122.41,183.64,449.25,35.57,11.19,7.23,79.98,1.12,16.62,201.22,494.69,328.18,318.09,307.55,44.9,19.75,157.0,34.97,75.33,43.21,54.27,129.46,122.63,1.6,67.65
Y6-M07-D02,120.45,183.68,458.96,35.56,11.39,6.95,76.88,1.02,16.44,192.43,500.33,320.3,328.9,318.19,45.5,19.35,160.56,34.11,75.09,43.87,53.19,127.02,122.22,1.63,65.97
Y6-M07-D05,117.87,184.58,451.59,35.2,11.01,6.97,80.19,1.05,15.55,193.21,516.26,324.23,334.97,324.52,45.94,19.35,157.9,34.49,76.03,45.21,52.13,125.08,121.95,1.63,61.59
Y6-M07-D06,114.41,182.71,448.04,36.02,11.53,6.88,79.67,1.1,16.25,199.81,534.38,326.73,328.74,328.67,45.53,19.18,160.7,33.02,73.74,44.87,53.76,122.6,119.68,1.56,58.88
Y6-M07-D07,117.93,183.27,463.3,35.32,12.47,6.97,81.59,1.08,16.45,193.43,550.18,328.59,333.75,346.26,45.7,19.03,158.94,33.32,76.23,44.85,54.04,122.01,117.8,1.57,60.58
Y6-M07-D08,118.8,186.14,458.5,36.14,12.5,6.82,79.07,1.03,16.1,196.45,558.13,334.06,338.52,359.93,46.69,18.81,158.99,32.64,75.27,44.26,54.5,121.72,118.23,1.61,61.71
Y6-M07-D09,118.92,187.96,466.39,38.19,12.71,6.8,76.7,0.99,15.08,187.79,542.26,339.26,342.0,367.85,47.72,18.65,159.41,30.93,74.45,43.86,56.3,126.9,118.29,1.7,58.67
Y6-M07-D12,119.01,187.36,476.34,37.44,13.0,6.85,76.06,0.98,14.99,185.11,557.89,345.88,342.04,365.36,47.0,18.75,162.02,31.48,77.96,44.26,57.63,125.42,120.77,1.69,61.34
Y6-M07-D13,117.75,185.7,475.96,37.35,12.42,6.89,75.96,0.93,15.08,175.92,594.33,344.89,355.28,368.51,49.49,18.42,164.35,30.76,76.75,44.09,59.61,125.43,117.62,1.6,64.29
Y6-M07-D14,117.31,184.12,461.35,36.73,12.17,6.62,77.0,0.95,14.72,173.05,631.36,359.58,373.44,388.39,50.41,18.23,162.53,29.99,74.62,43.59,60.04,120.76,117.76,1.62,65.25
Y6-M07-D15,118.02,183.57,454.6,36.58,12.05,6.61,78.02,1.01,14.13,176.03,609.12,353.2,365.42,382.65,49.68,18.31,160.46,30.94,75.27,44.07,59.95,122.63,115.51,1.66,64.71
Y6-M07-D16,116.52,179.97,455.34,36.53,12.4,6.7,81.62,1.03,14.64,183.86,597.92,347.92,373.37,381.69,49.59,18.25,160.11,30.68,74.66,44.14,59.44,122.75,119.67,1.65,70.47
Y6-M07-D19,115.41,180.71,452.97,37.37,12.77,6.99,79.26,0.98,14.6,185.64,601.11,343.05,363.09,374.56,50.04,18.15,156.88,29.54,72.19,43.83,59.09,118.15,122.26,1.63,70.59
Y6-M07-D20,115.5,179.24,436.13,36.26,12.69,6.86,80.07,0.98,14.98,204.76,600.44,337.13,353.02,364.48,49.34,18.15,156.23,29.48,71.01,43.62,61.85,119.98,121.5,1.64,72.36
Y6-M07-D21,115.88,179.97,442.77,35.48,12.77,6.96,82.33,0.93,14.99,183.29,619.17,330.62,348.13,357.68,49.06,17.92,156.15,30.64,69.84,43.23,61.79,120.92,121.41,1.63,70.99
Y6-M07-D22,115.65,180.72,457.53,35.5,12.84,6.89,81.33,0.94,15.11,178.78,617.01,332.37,343.35,340.71,49.34,17.94,152.53,31.15,70.63,43.21,60.51,124.07,120.92,1.47,70.43
Y6-M07-D23,116.49,180.07,453.09,36.71,12.46,6.58,83.52,0.92,15.11,179.86,628.52,324.07,341.67,344.39,49.46,17.45,150.15,32.34,68.34,43.7,61.32,121.06,122.97,1.5,71.27
Y6-M07-D26,117.58,180.35,470.9,39.9,12.35,6.6,82.46,0.96,15.54,182.53,631.48,320.33,325.57,333.41,49.51,17.79,152.41,32.27,70.7,43.74,59.46,111.68,121.44,1.45,70.78
Y6-M07-D27,117.49,182.51,461.73,40.58,12.47,6.55,85.06,0.96,15.78,176.81,640.1,320.51,338.84,339.71,49.86,17.78,150.56,32.66,71.61,42.64,59.63,107.39,120.85,1.34,70.93
Y6-M07-D28,117.88,183.91,479.21,42.07,13.42,6.64,83.75,1.01,17.06,180.82,637.65,324.06,330.25,338.82,50.1,17.7,148.47,31.95,71.6,42.45,62.52,108.95,120.17,1.32,69.46
Y6-M07-D29,121.23,182.97,480.96,43.5,13.14,6.47,79.62,1.01,16.02,181.46,626.03,321.95,329.25,330.48,49.51,17.63,149.91,32.37,71.77,42.68,64.52,108.06,124.4,1.34,71.56
Y6-M07-D30,122.6,184.98,494.02,43.67,13.2,6.52,80.38,1.04,16.04,186.18,655.95,316.9,329.5,316.95,49.03,17.63,152.22,33.6,70.16,42.76,64.94,104.03,120.64,1.27,71.35
Y6-M08-D02,123.58,182.2,494.03,44.18,12.94,6.62,80.67,1.08,15.93,191.72,647.44,318.23,329.88,319.51,49.45,17.76,149.65,34.29,71.24,42.08,65.92,106.1,122.56,1.26,72.86
Y6-M08-D03,123.4,181.15,492.53,42.96,13.0,6.53,84.77,1.1,16.49,200.72,616.89,324.79,332.42,319.15,49.93,17.96,149.82,33.94,72.82,42.37,65.54,108.43,119.95,1.24,73.07
Y6-M08-D04,128.54,182.36,506.57,42.85,13.84,6.61,82.39,1.12,16.18,205.04,576.97,318.46,334.14,315.1,48.71,17.54,151.02,32.83,72.73,41.64,63.74,100.71,115.25,1.22,72.33
Y6-M08-D05,127.59,183.2,488.36,42.72,13.99,6.61,84.71,1.16,17.08,206.16,553.11,315.32,337.51,311.09,49.13,17.54,151.72,34.39,73.65,42.45,64.97,99.2,119.63,1.23,70.96
Y6-M08-D06,128.4,178.7,495.87,40.67,14.56,6.87,85.76,1.08,16.5,216.1,531.57,324.9,332.33,323.76,48.85,17.61,150.28,34.81,73.0,42.03,66.57,98.36,115.64,1.24,69.14
Y6-M08-D09,130.52,180.26,500.64,41.18,15.25,6.93,88.58,1.08,16.69,224.74,552.14,332.74,334.96,315.77,49.36,17.29,147.91,34.53,73.87,41.85,68.58,101.78,115.12,1.22,71.79
Y6-M08-D10,129.18,181.46,508.08,42.15,14.93,7.0,89.11,1.12,17.95,231.92,542.52,339.53,343.86,328.17,50.22,17.73,152.25,33.21,76.41,41.84,67.73,99.14,115.73,1.2,70.64
Y6-M08-D11,127.72,180.51,507.29,40.49,14.78,6.72,86.53,1.07,18.57,238.58,549.26,341.82,341.31,327.48,51.49,18.05,153.91,33.82,78.24,42.41,68.82,103.19,117.85,1.24,64.85
